Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CDA","COMPAGNIE DES ALPES SA","Consumer Discretionary","Equity","432.41","0.00","432.41","17.00","17.00","25.74","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 25, 1994"
"A4N","ALPHA HPA LTD","Materials","Equity","432.41","0.00","432.41","1,006.00","1,006.00","0.43","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Oct 22, 2007"
"CER","CERILLION PLC","Information Technology","Equity","432.41","0.00","432.41","25.00","25.00","17.60","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Mar 18, 2016"
"MBB","MBB","Industrials","Equity","418.00","0.00","418.00","2.00","2.00","225.89","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","May 9, 2006"
"3459","SAMTY RESIDENTIAL INVESTMENT REIT","Real Estate","Equity","374.76","0.00","374.76","1.00","1.00","642.18","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jun 30, 2015"
"PARAUC.OSA","PARQUE ARAUCO RIGHTS SA","Other","Equity","353.48","0.00","353.48","2,946.00","2,946.00","0.12","Chile","Santiago Stock Exchange","CAD","0.00","0.00","-","Jun 16, 2026","1,000.00","0.00","-","0.00","0.00","0.00","CLP","-","-"
"7917","ZACROS CORP","Materials","Equity","345.93","0.00","345.93","44.00","44.00","7.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 3, 1993"
"OCL","OBJECTIVE CORPORATION LTD","Information Technology","Equity","245.03","0.00","245.03","33.00","33.00","7.48","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Aug 17, 2000"
"532425","GENUS PRIME INFRA LTD","Real Estate","Equity","181.13","0.00","181.13","442.00","442.00","0.41","India","Bse Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Mar 16, 2005"
"6459","DAIWA INDUSTRIES LTD","Industrials","Equity","144.14","0.00","144.14","13.00","13.00","11.16","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 31, 1988"
"CRPU","SASSEUR REIT UNITS TRUST","Real Estate","Equity","115.31","0.00","115.31","222.00","222.00","0.52","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","-"
"-","ABILITY OPTO-ELECTRONICS TEC DUMMY","Information Technology","Equity","88.37","0.00","88.37","2,946.00","2,946.00","0.03","Taiwan","Gretai Securities Market","CAD","0.00","0.00","-","May 21, 2026","92.00","0.00","-","0.00","0.00","0.00","TWD","-","-"
"WSKT","WASKITA KARYA PERSERO CLS A","Industrials","Equity","72.45","0.00","72.45","135,029,644.00","135,029,644.00","0.00","Indonesia","Indonesia Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","IDR","-","Dec 19, 2012"
"8198","MAXVALU TOKAI LTD","Consumer Staples","Equity","43.24","0.00","43.24","2.00","2.00","21.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jul 30, 2004"
"6689","CHONGQING HONGJIU FRUIT CLASS H LT","Consumer Staples","Equity","28.54","0.00","28.54","357.00","357.00","0.08","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"RUB","RUB CASH","Cash and/or Derivatives","Cash","15.37","0.00","15.37","11.00","11.00","1.40","Russian Federation","-","CAD","0.00","19.05","-","-","0.00","0.00","-","19.05","0.00","19.05","RUB","-","Jan 1, 1990"
"CHF","CHF/USD","Cash and/or Derivatives","FX","14.41","0.00","14.41","14.00","14.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"JPY","JPY/USD","Cash and/or Derivatives","FX","14.41","0.00","14.41","14.00","14.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"DKK","DKK/USD","Cash and/or Derivatives","FX","14.41","0.00","14.41","14.00","14.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"1333","CHINA ZHONGWANG HOLDINGS LTD","Materials","Equity","10.98","0.00","10.98","275.00","275.00","0.04","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","May 8, 2009"
"SBER","SBERBANK ROSSII","Financials","Equity","2.20","0.00","2.20","91,862,230.00","91,862,230.00","0.00","Russian Federation","Standard-Classica-Forts","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","RUB","-","Aug 4, 2006"
"CBOM","MOS CREDIT BANK","Financials","Equity","2.20","0.00","2.20","131,641,331.00","131,641,331.00","0.00","Russian Federation","Standard-Classica-Forts","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","RUB","-","-"
"CLMB","CLIMB GLOBAL SOLUTIONS INC","Information Technology","Equity","0.00","0.00","0.00","80.00","80.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 18, 1995"
"SEEL","SEELOS THERAPEUTICS","Health Care","Equity","0.00","0.00","0.00","43.00","43.00","-","United States","NO MARKET (E.G. UNLISTED)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"GTXI","GTXI INC - CVR","Health Care","Equity","0.00","0.00","0.00","722.00","722.00","0.00","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"-","STING AGONIST CVR Prvt","Health Care","Equity","0.00","0.00","0.00","11,084.00","11,084.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"-","STING ANTAGONIST CVR Prvt","Health Care","Equity","0.00","0.00","0.00","11,084.00","11,084.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"-","CATALYST BIOSCIENCES INC CVR","Health Care","Equity","0.00","0.00","0.00","7,839.00","7,839.00","0.00","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"-","CARISMA THERAPEUTICS INC","Health Care","Equity","0.00","0.00","0.00","167,980.00","167,980.00","0.00","United States","NO MARKET (E.G. UNLISTED)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"1697089D","NEUROGENE INC CVR","Health Care","Equity","0.00","0.00","0.00","10.00","10.00","0.00","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 19, 2023"
"-","ARCELLX INC CVR","Health Care","Equity","0.00","0.00","0.00","57,834.00","57,834.00","-","United States","NO MARKET (E.G. UNLISTED)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 18, 2026"
"-","HOLOGIC INC","Health Care","Equity","0.00","0.00","0.00","284,563.00","284,563.00","-","United States","NO MARKET (E.G. UNLISTED)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"FAM6","S&P MID 400 EMINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","0.00","41.00","41.00","-","-","Index And Options Market","CAD","0.00","-","-","Jun 18, 2026","0.00","0.00","-","-","0.00","-","USD","-","Mar 21, 2025"
"ESM6","S&P500 EMINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","0.00","373.00","373.00","-","-","Index And Options Market","CAD","0.00","-","-","Jun 18, 2026","0.00","0.00","-","-","0.00","-","USD","-","Aug 21, 2023"
"TSEOF","TRINSEO PLC","Materials","Equity","0.00","0.00","0.00","66,339.00","66,339.00","-","United States","Non-Nms Quotation Service (Nnqs)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"MH","MCGRAW HILL INC","Consumer Discretionary","Equity","0.00","0.00","0.00","100.00","100.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 24, 2025"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 18, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 22, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 22, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 22, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"CAD","CAD/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"COP","COP CASH","Cash and/or Derivatives","Cash","0.00","0.00","0.00","0.00","0.00","0.04","Colombia","-","CAD","0.00","12.15","-","-","0.00","0.00","-","12.15","0.00","12.15","COP","-","Jan 1, 1990"
"FFGRP","FOLLI FOLLIE S.A. SA","Consumer Discretionary","Equity","0.00","0.00","0.00","343,633.00","343,633.00","0.00","Greece","Athens Exchange S.A. Cash Market","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 18, 1999"
"-","China Common Rich Renewable Energy Prvt","Information Technology","Equity","0.00","0.00","0.00","8,046.00","8,046.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"PHOR","PJSC PHOSAGRO GDR","Materials","Equity","0.00","0.00","0.00","0.00","0.00","0.01","Russian Federation","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"PHOJY","PJSC PHOSAGRO GDR","Materials","Equity","0.00","0.00","0.00","1.00","1.00","0.00","Russian Federation","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"-","KANGMEI PHARMACEUTICAL RIGHTS OF I","Health Care","Equity","0.00","0.00","0.00","507,679.00","507,679.00","0.00","China","NO MARKET (E.G. UNLISTED)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CNH","-","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 19, 2026"
"INR","INR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 26, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"AED","AED/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"WBD","WEBUILD","Industrials","Equity","0.00","0.00","0.00","4,001.00","4,001.00","0.00","Italy","Borsa Italiana","CAD","0.00","0.00","-","Aug 31, 2030","0.00","0.00","-","0.00","0.00","0.00","EUR","-","-"
"AED","AED/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"ORNP","ORION RETAIL PROPERTIES LTD","Real Estate","Equity","0.00","0.00","0.00","0.00","0.00","1.41","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"CAD","CAD/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.37","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"MFSM6","MSCI EAFE INDEX JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","0.00","0.00","0.00","4,231.50","-","Ice Futures U.S.","CAD","0.00","-","-","Jun 19, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 1, 2023"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","Jun 1, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","Jun 1, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","Jun 1, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"NMC","NMC HEALTH PLC","Health Care","Equity","0.00","0.00","0.00","11,765.00","11,765.00","0.00","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Apr 2, 2012"
"SAR","SAR/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","Jun 1, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"-","ESSILORLUXOTTICA SA COUPON","Health Care","Equity","0.00","0.00","0.00","174,221.00","174,221.00","0.00","France","Nyse Euronext - Euronext Paris","CAD","0.00","0.00","-","Jun 11, 2026","0.00","0.00","-","0.00","0.00","0.00","EUR","-","-"
"USD","USD/AED","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","0.27","United Arab Emirates","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","AED","-","May 20, 2026"
"USD","USD/SAR","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","0.27","Saudi Arabia","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","SAR","-","May 20, 2026"
"ETD_USD","ETD USD BALANCE WITH R93531","Cash and/or Derivatives","Cash","0.00","0.00","0.00","0.00","0.00","100.00","United States","-","CAD","0.00","3.62","-","May 21, 2026","3.62","0.00","-","3.62","0.00","3.62","USD","Jan 1, 2000","Jan 1, 2000"
"MESM6","MSCI EMER MKT INDEX (ICE) JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","0.00","0.00","0.00","1,671.90","-","Ice Futures U.S.","CAD","0.00","-","-","Jun 19, 2026","0.00","0.00","-","-","0.00","-","USD","-","Dec 6, 2021"
"MYRX","HANSON INTERNATIONAL","Real Estate","Equity","0.00","0.00","0.00","783,666,700.00","783,666,700.00","0.00","Indonesia","Indonesia Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","IDR","-","Aug 14, 1991"
"030530","WONIK HOLDINGS LTD","Information Technology","Equity","0.00","0.00","0.00","0.00","0.00","16.39","Korea (South)","Korea Exchange (Kosdaq)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Oct 4, 2000"
"933","BRIGHTOIL PETROLEUM (HOLDINGS) LTD","Energy","Equity","0.00","0.00","0.00","6,240,000.00","6,240,000.00","0.00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"053320","TERA RESOURCE LTD","Communication","Equity","0.00","0.00","0.00","49,111.00","49,111.00","0.00","Korea (South)","Korea Exchange (Kosdaq)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Jan 7, 2002"
"SUGI","SUGIH ENERGY","Energy","Equity","0.00","0.00","0.00","27,492,211.00","27,492,211.00","0.00","Indonesia","Indonesia Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","IDR","-","Jun 21, 2002"
"587","HUA HAN HEALTH INDUSTRY HOLDINGS L","Health Care","Equity","0.00","0.00","0.00","19,424,288.00","19,424,288.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Dec 10, 2002"
"AUD","AUD/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"2349","RITEK CORP","Information Technology","Equity","0.00","0.00","0.00","0.00","0.00","0.38","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Apr 29, 1996"
"SGD","SGD/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"IIKP","INTI AGRI RESOURCES","Consumer Staples","Equity","0.00","0.00","0.00","291,349,000.00","291,349,000.00","0.00","Indonesia","Indonesia Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","IDR","-","Oct 15, 2002"
"JPY","JPY/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"1886","CHINA HUIYUAN JUICE GROUP LTD","Consumer Staples","Equity","0.00","0.00","0.00","10,877,000.00","10,877,000.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Feb 23, 2007"
"ILS","ILS/USD","Cash and/or Derivatives","FX","0.00","0.00","0.00","0.00","0.00","1.00","United States","-","CAD","0.00","-","-","May 21, 2026","0.00","0.00","-","-","0.00","-","USD","-","May 20, 2026"
"TRAM","TRADA ALAM MINERA","Industrials","Equity","0.00","0.00","0.00","280,960,700.00","280,960,700.00","0.00","Indonesia","Indonesia Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","IDR","-","Sep 10, 2008"
"ETD_JPY","ETD JPY BALANCE WITH R30382","Cash and/or Derivatives","Cash","0.00","0.00","0.00","0.00","0.00","0.63","Japan","-","CAD","0.00","2.08","-","May 21, 2026","2.08","0.00","-","2.08","0.00","2.08","JPY","Jan 1, 2000","Jan 1, 2000"
"2268","YOUYUAN INTERNATIONAL HOLDINGS LTD","Materials","Equity","0.00","0.00","0.00","4,800,100.00","4,800,100.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","May 27, 2010"
"ETD_EUR","ETD EUR BALANCE WITH R93531","Cash and/or Derivatives","Cash","0.00","0.00","0.00","0.00","0.00","116.20","European Union","-","CAD","0.00","1.97","-","May 21, 2026","1.97","0.00","-","1.97","0.00","1.97","EUR","Jan 1, 2000","Jan 1, 2000"
